Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1962","1962","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1962","1962","t","1000","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1963","1963","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1963","1963","t","1000","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1964","1964","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1964","1964","t","1100","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1965","1965","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1965","1965","t","1200","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1966","1966","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1966","1966","t","1300","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1967","1967","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1967","1967","t","1500","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1968","1968","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1968","1968","t","1600","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1969","1969","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1969","1969","t","1800","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1970","1970","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1970","1970","t","2000","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1971","1971","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1971","1971","t","2600","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1972","1972","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1972","1972","t","3100","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1973","1973","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1973","1973","t","2600","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1974","1974","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1974","1974","t","2100","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1975","1975","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1975","1975","t","2100","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1976","1976","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1976","1976","t","1500","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1977","1977","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1977","1977","t","2400","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1978","1978","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1978","1978","t","2100","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1979","1979","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1979","1979","t","1800","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1980","1980","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1980","1980","t","1000","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1981","1981","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1981","1981","t","1600","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1982","1982","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1982","1982","t","1200","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1983","1983","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1983","1983","t","1262","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1984","1984","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1984","1984","t","1526","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1985","1985","ha","250","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1985","1985","100 g/ha","59280","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1985","1985","t","1482","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1986","1986","ha","230","E","Estimated value",""
